0.308,-1.361,-0.411,0.185,-1.887,-0.344,-0.327,-1.117,-0.194,-0.252,-1.472,-0.187,-0.214,-1.126,-0.095,0.113,-0.726,-0.043,-0.314,-0.597,-0.131,0.021,-1.0,-0.119
0.338,-1.289,-0.332,0.282,-1.769,-0.265,-0.254,-1.032,-0.336,-0.139,-1.6,-0.101,-0.322,-1.251,-0.25,0.02,-0.6,-0.263,-0.227,-0.667,-0.047,-0.07,-1.077,-0.034
0.367,-1.212,-0.254,0.334,-1.61,-0.152,-0.096,-0.893,-0.339,-0.031,-1.724,-0.006,-0.34,-1.398,-0.393,-0.048,-0.608,-0.426,-0.106,-0.804,-0.048,-0.184,-1.142,-0.042
0.359,-1.085,-0.173,0.37,-1.55,-0.053,0.029,-0.792,-0.435,0.002,-1.844,-0.025,-0.374,-1.403,-0.495,-0.179,-0.531,-0.499,0.02,-0.864,-0.026,-0.302,-1.192,-0.012
0.371,-0.989,-0.061,0.362,-1.438,-0.02,0.076,-0.602,-0.397,0.103,-1.916,-0.003,-0.357,-1.452,-0.459,-0.333,-0.605,-0.443,0.127,-1.035,-0.012,-0.313,-1.305,-0.045
0.371,-0.894,-0.069,0.376,-1.217,-0.038,0.196,-0.754,-0.486,0.299,-1.912,-0.012,-0.331,-1.608,-0.489,-0.345,-0.522,-0.475,0.26,-1.161,-0.026,-0.306,-1.43,-0.023
0.34,-0.859,-0.018,0.349,-1.19,-0.004,0.349,-0.913,-0.494,0.362,-1.887,-0.008,-0.197,-1.754,-0.465,-0.361,-0.514,-0.487,0.319,-1.26,-0.006,-0.366,-1.498,-0.054
0.333,-0.798,-0.015,0.369,-1.129,-0.043,0.311,-1.004,-0.474,0.371,-1.833,-0.04,-0.038,-1.83,-0.5,-0.332,-0.503,-0.499,0.316,-1.391,-0.031,-0.352,-1.466,-0.107
0.338,-0.71,-0.024,0.371,-1.086,-0.022,0.375,-1.164,-0.477,0.323,-1.961,-0.034,0.148,-1.859,-0.474,-0.356,-0.721,-0.443,0.355,-1.386,-0.011,-0.372,-1.317,-0.021
0.083,-0.584,-0.01,0.374,-1.021,-0.004,0.379,-1.329,-0.463,0.366,-1.905,-0.01,0.259,-1.937,-0.384,-0.334,-0.824,-0.438,0.368,-1.488,-0.045,-0.355,-1.16,-0.001
-0.13,-0.627,-0.029,0.36,-0.85,-0.0,0.37,-1.412,-0.481,0.349,-1.914,-0.044,0.321,-1.942,-0.341,-0.366,-0.972,-0.468,0.338,-1.591,-0.031,-0.375,-1.092,-0.054
-0.342,-0.544,-0.028,0.343,-0.685,-0.224,0.326,-1.586,-0.438,0.345,-1.858,-0.059,0.34,-1.984,-0.292,-0.353,-1.215,-0.498,0.371,-1.775,-0.024,-0.332,-1.28,-0.013
-0.375,-0.559,-0.03,0.35,-0.552,-0.339,0.353,-1.753,-0.47,0.345,-1.93,-0.023,0.351,-1.969,-0.173,-0.368,-1.362,-0.499,0.357,-1.929,-0.067,-0.348,-1.314,-0.032
-0.374,-0.503,-0.011,0.353,-0.581,-0.42,0.364,-1.913,-0.467,0.355,-1.956,-0.0,0.325,-1.957,-0.134,-0.344,-1.589,-0.483,0.329,-1.866,-0.071,-0.352,-1.42,-0.048
-0.35,-0.571,-0.005,0.325,-0.669,-0.49,0.361,-1.882,-0.489,0.316,-1.95,-0.091,0.368,-1.907,-0.167,-0.367,-1.748,-0.49,0.224,-1.919,-0.083,-0.368,-1.489,-0.051
-0.368,-0.517,-0.003,0.375,-0.781,-0.499,0.374,-1.972,-0.487,0.327,-1.791,-0.256,0.361,-1.888,-0.091,-0.374,-1.928,-0.456,0.292,-1.979,-0.071,-0.345,-1.639,-0.002
-0.361,-0.504,-0.031,0.365,-0.849,-0.495,0.315,-1.958,-0.467,0.291,-1.63,-0.295,0.371,-1.953,-0.02,-0.343,-1.913,-0.472,0.328,-1.954,-0.069,-0.324,-1.892,-0.014
-0.347,-0.571,-0.024,0.371,-0.806,-0.443,0.209,-1.939,-0.43,0.356,-1.463,-0.328,0.377,-1.975,-0.045,-0.361,-1.957,-0.478,0.371,-1.946,-0.099,-0.333,-1.998,-0.006
-0.38,-0.533,-0.052,0.375,-0.875,-0.377,0.33,-1.943,-0.375,0.357,-1.372,-0.421,0.287,-1.984,-0.079,-0.366,-1.985,-0.495,0.362,-1.936,-0.031,-0.353,-1.979,-0.015
-0.326,-0.515,-0.016,0.337,-0.842,-0.346,0.362,-2.0,-0.432,0.338,-1.264,-0.427,0.367,-1.992,-0.022,-0.277,-1.921,-0.435,0.256,-1.892,-0.056,-0.356,-1.995,-0.022
-0.199,-0.548,-0.009,0.35,-0.801,-0.249,0.361,-1.968,-0.448,0.317,-1.166,-0.452,0.327,-1.959,-0.044,-0.374,-1.858,-0.461,0.342,-1.89,-0.004,-0.361,-1.758,-0.044
-0.091,-0.547,-0.009,0.375,-0.916,-0.208,0.333,-1.881,-0.489,0.375,-1.044,-0.422,0.287,-1.96,-0.008,-0.313,-1.96,-0.474,0.27,-1.778,-0.014,-0.284,-1.89,-0.014
0.008,-0.624,-0.046,0.378,-0.9,-0.156,0.379,-1.876,-0.461,0.372,-1.058,-0.442,0.224,-1.919,-0.066,-0.334,-1.904,-0.473,0.343,-1.883,-0.016,-0.308,-1.845,-0.072
0.107,-0.726,-0.077,0.372,-0.797,-0.129,0.33,-1.9,-0.464,0.336,-0.94,-0.393,0.323,-1.909,-0.05,-0.377,-1.998,-0.491,0.36,-1.885,-0.074,-0.379,-1.797,-0.046
0.167,-0.672,-0.031,0.316,-0.861,-0.079,0.275,-1.738,-0.412,0.315,-0.76,-0.409,0.378,-1.981,-0.058,-0.354,-1.975,-0.484,0.354,-1.984,-0.033,-0.344,-1.74,-0.01
0.184,-0.651,-0.021,0.371,-0.818,-0.018,0.359,-1.629,-0.469,0.374,-0.618,-0.43,0.343,-1.977,-0.028,-0.378,-1.991,-0.494,0.379,-1.869,-0.023,-0.297,-1.605,-0.043
0.329,-0.545,-0.012,0.362,-0.671,-0.036,0.373,-1.666,-0.423,0.334,-0.603,-0.493,0.367,-1.844,-0.031,-0.35,-1.918,-0.495,0.372,-1.96,-0.039,-0.218,-1.511,-0.08
0.349,-0.57,-0.028,0.379,-0.68,-0.07,0.364,-1.614,-0.458,0.303,-0.561,-0.494,0.326,-1.896,-0.144,-0.348,-1.996,-0.481,0.363,-1.989,-0.03,-0.178,-1.465,-0.023
0.375,-0.623,-0.112,0.379,-0.59,-0.028,0.364,-1.524,-0.492,0.347,-0.554,-0.351,0.334,-1.992,-0.104,-0.333,-1.863,-0.496,0.346,-1.893,-0.04,-0.127,-1.396,-0.003
0.323,-0.593,-0.001,0.35,-0.657,-0.02,0.364,-1.49,-0.48,0.346,-0.55,-0.389,0.372,-1.978,-0.064,-0.336,-1.864,-0.496,0.355,-1.978,-0.014,-0.044,-1.299,-0.017
0.374,-0.591,-0.075,0.289,-0.536,-0.092,0.357,-1.385,-0.469,0.356,-0.504,-0.41,0.243,-1.97,-0.011,-0.296,-1.967,-0.465,0.278,-1.9,-0.068,0.047,-1.282,-0.051
0.31,-0.523,-0.038,0.327,-0.56,-0.097,0.356,-1.347,-0.498,0.377,-0.625,-0.495,0.335,-1.977,-0.066,-0.359,-1.948,-0.495,0.373,-1.917,-0.041,0.196,-1.107,-0.065
0.356,-0.505,-0.034,0.329,-0.672,-0.021,0.311,-1.33,-0.455,0.353,-0.589,-0.497,0.379,-1.925,-0.075,-0.347,-1.971,-0.486,0.292,-1.88,-0.021,0.308,-1.137,-0.008
0.285,-0.507,-0.035,0.313,-0.563,-0.047,0.345,-1.243,-0.442,0.328,-0.51,-0.438,0.375,-1.947,-0.009,-0.328,-1.998,-0.428,0.33,-1.813,-0.023,0.356,-1.071,-0.001
0.314,-0.539,-0.059,0.363,-0.621,-0.025,0.321,-1.191,-0.483,0.16,-0.51,-0.429,0.348,-1.924,-0.012,-0.323,-1.954,-0.388,0.305,-1.951,-0.003,0.367,-1.108,-0.019
0.359,-0.636,-0.047,0.369,-0.501,-0.012,0.324,-1.23,-0.474,0.12,-0.615,-0.422,0.296,-1.903,-0.047,-0.358,-1.992,-0.359,0.372,-1.934,-0.013,0.265,-1.033,-0.045
0.373,-0.537,-0.059,0.309,-0.505,-0.048,0.362,-1.154,-0.477,0.01,-0.673,-0.417,0.336,-1.99,-0.094,-0.341,-1.994,-0.282,0.278,-1.989,-0.048,0.342,-1.061,-0.027
0.349,-0.503,-0.105,0.358,-0.538,-0.131,0.33,-1.135,-0.493,-0.199,-0.533,-0.472,0.348,-1.772,-0.04,-0.281,-1.98,-0.271,0.313,-1.921,-0.008,0.367,-0.924,-0.01
0.358,-0.532,-0.066,0.332,-0.523,-0.038,0.344,-1.146,-0.452,-0.285,-0.543,-0.463,0.362,-1.7,-0.086,-0.286,-1.94,-0.138,0.306,-1.99,-0.019,0.307,-0.833,-0.017
0.375,-0.676,-0.01,0.3,-0.502,-0.083,0.367,-1.271,-0.492,-0.309,-0.513,-0.481,0.368,-1.466,-0.075,-0.357,-1.9,-0.065,0.305,-1.883,-0.023,0.379,-0.824,-0.031
0.23,-0.54,-0.021,0.351,-0.559,-0.011,0.374,-1.223,-0.406,-0.299,-0.501,-0.48,0.366,-1.341,-0.027,-0.335,-2.0,-0.276,0.364,-1.988,-0.11,0.297,-0.721,-0.029
0.355,-0.51,-0.033,0.299,-0.549,-0.207,0.327,-1.087,-0.481,-0.376,-0.638,-0.485,0.359,-1.228,-0.0,-0.345,-1.926,-0.48,0.345,-1.975,-0.043,0.366,-0.673,-0.008
0.362,-0.576,-0.027,0.338,-0.582,-0.385,0.36,-1.222,-0.476,-0.379,-0.645,-0.494,0.375,-1.079,-0.249,-0.284,-1.906,-0.449,0.356,-1.996,-0.015,0.338,-0.603,-0.031
0.364,-0.519,-0.065,0.326,-0.572,-0.473,0.342,-1.219,-0.497,-0.376,-0.791,-0.419,0.343,-0.778,-0.473,-0.339,-1.909,-0.468,0.372,-1.967,-0.043,0.316,-0.625,-0.012
0.356,-0.521,-0.005,0.339,-0.573,-0.495,0.331,-1.232,-0.434,-0.313,-0.772,-0.398,0.351,-0.669,-0.481,-0.353,-1.707,-0.493,0.366,-1.942,-0.024,0.282,-0.538,-0.019
0.358,-0.563,-0.16,0.295,-0.636,-0.456,0.297,-1.242,-0.438,-0.323,-0.747,-0.482,0.378,-0.666,-0.434,-0.336,-1.576,-0.47,0.183,-1.898,-0.075,0.38,-0.553,-0.075
0.367,-0.519,-0.384,0.264,-0.521,-0.491,0.316,-1.192,-0.437,-0.373,-0.776,-0.482,0.37,-0.539,-0.475,-0.373,-1.453,-0.489,0.016,-1.943,-0.028,0.283,-0.562,-0.058
0.34,-0.561,-0.49,0.206,-0.538,-0.479,0.376,-1.198,-0.452,-0.353,-0.775,-0.385,0.346,-0.538,-0.464,-0.317,-1.413,-0.416,-0.156,-2.0,-0.026,0.243,-0.591,-0.052
0.349,-0.595,-0.5,0.257,-0.586,-0.499,0.355,-1.27,-0.404,-0.359,-0.798,-0.299,0.369,-0.541,-0.488,-0.333,-1.433,-0.482,-0.284,-1.782,-0.017,0.063,-0.518,-0.002
0.291,-0.64,-0.409,0.355,-0.57,-0.5,0.31,-1.337,-0.467,-0.351,-0.845,-0.223,0.288,-0.597,-0.476,-0.36,-1.398,-0.483,-0.328,-1.685,-0.01,-0.049,-0.559,-0.038
0.34,-0.695,-0.382,0.3,-0.54,-0.347,0.304,-1.393,-0.46,-0.347,-0.853,-0.107,0.275,-0.557,-0.498,-0.361,-1.385,-0.47,-0.324,-1.493,-0.038,-0.158,-0.541,-0.002
0.365,-0.798,-0.434,0.349,-0.514,-0.343,0.36,-1.426,-0.424,-0.328,-0.851,-0.089,0.362,-0.522,-0.446,-0.377,-1.244,-0.458,-0.344,-1.373,-0.007,-0.236,-0.573,-0.023
0.358,-1.019,-0.398,0.377,-0.532,-0.323,0.358,-1.467,-0.47,-0.372,-0.83,-0.071,0.358,-0.522,-0.491,-0.376,-1.214,-0.497,-0.36,-1.207,-0.018,-0.373,-0.51,-0.012
0.298,-1.207,-0.388,0.322,-0.549,-0.346,0.361,-1.548,-0.425,-0.346,-0.842,-0.055,0.346,-0.554,-0.462,-0.365,-1.05,-0.465,-0.294,-0.964,-0.029,-0.349,-0.516,-0.037
0.351,-1.503,-0.343,0.307,-0.581,-0.305,0.29,-1.708,-0.415,-0.331,-0.831,-0.012,0.337,-0.552,-0.487,-0.364,-0.982,-0.487,-0.353,-0.813,-0.016,-0.374,-0.569,-0.141
0.371,-1.628,-0.321,0.337,-0.661,-0.279,0.354,-1.731,-0.406,-0.374,-0.918,-0.05,0.337,-0.504,-0.482,-0.357,-1.0,-0.477,-0.368,-0.614,-0.015,-0.357,-0.558,-0.16
0.377,-1.756,-0.315,0.36,-0.721,-0.22,0.365,-1.769,-0.464,-0.373,-0.967,-0.02,0.344,-0.59,-0.495,-0.373,-1.009,-0.468,-0.348,-0.52,-0.015,-0.366,-0.566,-0.244
0.354,-1.804,-0.292,0.374,-0.801,-0.385,0.351,-1.627,-0.474,-0.354,-0.931,-0.017,0.34,-0.668,-0.461,-0.366,-1.033,-0.46,-0.369,-0.502,-0.005,-0.356,-0.561,-0.306
0.345,-1.915,-0.33,0.322,-0.848,-0.435,0.366,-1.594,-0.479,-0.318,-0.788,-0.022,0.357,-0.583,-0.498,-0.378,-0.992,-0.472,-0.365,-0.643,-0.095,-0.257,-0.58,-0.343
0.362,-1.935,-0.333,0.269,-0.845,-0.496,0.368,-1.526,-0.478,-0.361,-0.615,-0.107,0.375,-0.62,-0.453,-0.374,-0.912,-0.476,-0.352,-0.544,-0.01,-0.192,-0.513,-0.451
0.337,-1.961,-0.344,0.175,-0.833,-0.49,0.349,-1.41,-0.486,-0.333,-0.543,-0.036,0.376,-0.513,-0.494,-0.341,-0.858,-0.48,-0.38,-0.51,-0.034,-0.147,-0.582,-0.471
0.288,-1.982,-0.374,0.11,-0.777,-0.484,0.289,-1.256,-0.452,-0.375,-0.54,-0.015,0.371,-0.591,-0.433,-0.338,-0.651,-0.459,-0.34,-0.534,-0.071,-0.131,-0.596,-0.486
0.307,-1.878,-0.317,0.085,-0.681,-0.493,0.25,-1.185,-0.417,-0.357,-0.561,-0.029,0.328,-0.662,-0.461,-0.321,-0.555,-0.491,-0.197,-0.556,-0.055,-0.186,-0.571,-0.49
0.328,-1.923,-0.283,0.064,-0.674,-0.475,0.356,-0.982,-0.468,-0.358,-0.613,-0.007,0.303,-0.522,-0.499,-0.359,-0.552,-0.459,-0.112,-0.631,-0.052,-0.239,-0.504,-0.49
0.323,-1.917,-0.288,0.085,-0.792,-0.483,0.203,-0.893,-0.447,-0.342,-0.758,-0.052,0.347,-0.507,-0.473,-0.369,-0.541,-0.478,-0.022,-0.533,-0.026,-0.246,-0.561,-0.478
0.317,-1.988,-0.217,0.113,-0.933,-0.493,0.067,-0.753,-0.495,-0.359,-0.615,-0.02,0.364,-0.562,-0.49,-0.365,-0.572,-0.479,0.13,-0.593,-0.181,-0.26,-0.542,-0.422
0.363,-1.961,-0.265,0.132,-0.909,-0.48,-0.181,-0.717,-0.493,-0.346,-0.569,-0.038,0.38,-0.547,-0.482,-0.376,-0.505,-0.497,0.268,-0.597,-0.325,-0.205,-0.531,-0.367
0.297,-1.96,-0.302,0.122,-1.104,-0.499,-0.304,-0.619,-0.498,-0.348,-0.65,-0.019,0.28,-0.609,-0.471,-0.292,-0.646,-0.46,0.283,-0.503,-0.491,-0.22,-0.536,-0.297
0.298,-1.942,-0.307,0.059,-1.085,-0.472,-0.378,-0.521,-0.487,-0.325,-0.552,-0.23,0.291,-0.652,-0.488,-0.317,-0.595,-0.48,0.331,-0.548,-0.495,-0.166,-0.614,-0.31
0.379,-1.973,-0.363,0.314,-0.999,-0.479,-0.365,-0.519,-0.446,-0.354,-0.541,-0.404,0.165,-0.548,-0.432,-0.254,-0.513,-0.486,0.368,-0.508,-0.443,-0.112,-0.625,-0.261
0.34,-1.99,-0.297,0.367,-1.035,-0.475,-0.374,-0.504,-0.363,-0.359,-0.657,-0.476,0.184,-0.507,-0.428,-0.327,-0.589,-0.479,0.363,-0.524,-0.455,-0.048,-0.608,-0.19
0.38,-2.0,-0.324,0.362,-1.12,-0.446,-0.363,-0.578,-0.397,-0.363,-0.732,-0.436,0.219,-0.515,-0.474,-0.308,-0.523,-0.489,0.337,-0.534,-0.452,0.046,-0.855,-0.059
0.298,-1.917,-0.346,0.326,-1.264,-0.497,-0.329,-0.544,-0.463,-0.368,-0.658,-0.448,0.191,-0.511,-0.229,-0.342,-0.518,-0.448,0.362,-0.545,-0.496,0.098,-1.051,-0.071
0.281,-1.692,-0.4,0.291,-1.345,-0.497,-0.342,-0.68,-0.485,-0.33,-0.615,-0.421,0.127,-0.533,-0.109,-0.341,-0.525,-0.464,0.296,-0.51,-0.458,0.199,-1.265,-0.056
0.188,-1.501,-0.384,0.194,-1.374,-0.439,-0.375,-0.512,-0.448,-0.346,-0.535,-0.468,0.097,-0.523,-0.015,-0.305,-0.513,-0.47,0.33,-0.574,-0.448,0.306,-1.545,-0.052
0.156,-1.402,-0.355,0.124,-1.419,-0.436,-0.173,-0.525,-0.233,-0.37,-0.513,-0.465,0.054,-0.509,-0.025,-0.243,-0.51,-0.478,0.35,-0.537,-0.494,0.343,-1.715,-0.012
0.112,-1.264,-0.338,0.061,-1.332,-0.479,0.062,-0.558,-0.046,-0.282,-0.555,-0.453,0.032,-0.682,-0.044,-0.325,-0.511,-0.48,0.333,-0.516,-0.428,0.379,-1.893,-0.025
0.105,-1.234,-0.34,-0.063,-1.45,-0.348,0.207,-0.517,-0.006,-0.353,-0.516,-0.437,0.012,-0.632,-0.002,-0.309,-0.577,-0.492,0.34,-0.521,-0.498,0.358,-1.904,-0.158
0.083,-1.006,-0.305,-0.098,-1.455,-0.267,0.262,-0.633,-0.009,-0.38,-0.556,-0.462,-0.075,-0.722,-0.012,-0.326,-0.731,-0.448,0.273,-0.519,-0.423,0.235,-1.869,-0.299
0.034,-0.85,-0.228,-0.056,-1.479,-0.176,0.349,-0.577,-0.03,-0.187,-0.56,-0.469,-0.191,-0.722,-0.015,-0.372,-0.639,-0.467,0.337,-0.504,-0.457,0.288,-1.985,-0.433
-0.018,-0.688,-0.256,0.055,-1.499,-0.073,0.373,-0.536,-0.104,-0.109,-0.539,-0.461,-0.179,-0.736,-0.036,-0.328,-0.599,-0.485,0.35,-0.55,-0.486,0.296,-1.944,-0.467
-0.035,-0.524,-0.257,0.063,-1.493,-0.019,0.372,-0.575,-0.045,-0.081,-0.623,-0.468,-0.304,-0.787,-0.005,-0.376,-0.538,-0.498,0.358,-0.523,-0.488,0.289,-1.884,-0.478
-0.048,-0.508,-0.247,0.041,-1.473,-0.036,0.363,-0.51,-0.028,-0.009,-0.546,-0.421,-0.35,-0.736,-0.014,-0.364,-0.544,-0.48,0.336,-0.541,-0.474,0.372,-1.972,-0.495
-0.014,-0.623,-0.278,0.161,-1.425,-0.005,0.346,-0.534,-0.054,0.156,-0.628,-0.491,-0.363,-1.03,-0.051,-0.373,-0.513,-0.437,0.314,-0.58,-0.48,0.26,-1.916,-0.451
-0.061,-0.549,-0.356,0.147,-1.46,-0.077,0.333,-0.535,-0.05,0.304,-0.574,-0.499,-0.341,-1.053,-0.009,-0.373,-0.502,-0.487,0.371,-0.538,-0.495,0.29,-1.922,-0.487
-0.047,-0.529,-0.341,0.201,-1.494,-0.157,0.237,-0.512,-0.037,0.318,-0.56,-0.489,-0.306,-1.121,-0.007,-0.369,-0.527,-0.483,0.369,-0.543,-0.492,0.379,-1.894,-0.402
0.006,-0.628,-0.342,0.275,-1.505,-0.245,0.216,-0.674,-0.041,0.37,-0.537,-0.493,-0.349,-1.054,-0.023,-0.354,-0.537,-0.459,0.314,-0.5,-0.484,0.295,-1.97,-0.467
0.001,-0.521,-0.373,0.279,-1.38,-0.278,0.144,-0.593,-0.054,0.365,-0.593,-0.481,-0.327,-1.04,-0.04,-0.38,-0.556,-0.473,0.352,-0.564,-0.5,0.328,-1.989,-0.453
-0.037,-0.542,-0.354,0.263,-1.117,-0.383,0.167,-0.551,-0.012,0.319,-0.751,-0.459,-0.34,-1.191,-0.055,-0.163,-0.635,-0.478,0.357,-0.697,-0.457,0.304,-1.934,-0.488
-0.073,-0.504,-0.303,0.287,-0.932,-0.439,0.089,-0.581,-0.003,0.375,-0.684,-0.496,-0.346,-1.253,-0.039,0.067,-0.621,-0.497,0.304,-0.793,-0.463,0.31,-1.982,-0.327
-0.121,-0.525,-0.343,0.221,-0.803,-0.469,0.03,-0.688,-0.022,0.313,-0.702,-0.446,-0.261,-1.213,-0.037,0.111,-0.612,-0.456,0.367,-0.929,-0.414,0.296,-1.964,-0.167
-0.15,-0.524,-0.406,0.102,-0.606,-0.467,0.02,-0.519,-0.044,0.337,-0.586,-0.488,-0.286,-1.18,-0.057,0.321,-0.59,-0.5,0.369,-0.998,-0.415,0.341,-1.978,-0.015
-0.251,-0.562,-0.406,-0.066,-0.516,-0.454,0.105,-0.523,-0.158,0.337,-0.519,-0.498,-0.222,-1.086,-0.03,0.361,-0.542,-0.319,0.37,-1.146,-0.466,0.352,-1.99,-0.027
-0.197,-0.571,-0.444,-0.17,-0.519,-0.474,0.227,-0.581,-0.249,0.364,-0.555,-0.45,-0.361,-1.162,-0.009,0.324,-0.527,-0.154,0.337,-1.179,-0.342,0.308,-1.877,-0.055
-0.219,-0.517,-0.432,-0.241,-0.504,-0.481,0.322,-0.564,-0.266,0.359,-0.512,-0.493,-0.325,-1.143,-0.041,0.367,-0.542,-0.025,0.361,-1.313,-0.319,0.348,-1.763,-0.013
-0.26,-0.509,-0.425,-0.261,-0.521,-0.489,0.377,-0.504,-0.276,0.38,-0.526,-0.465,-0.311,-1.218,-0.003,0.375,-0.581,-0.096,0.372,-1.371,-0.274,0.367,-1.687,-0.024
-0.233,-0.556,-0.474,-0.361,-0.527,-0.482,0.347,-0.519,-0.282,0.375,-0.513,-0.48,-0.35,-1.265,-0.025,0.332,-0.549,-0.053,0.37,-1.544,-0.247,0.238,-1.657,-0.011
-0.209,-0.506,-0.432,-0.314,-0.583,-0.461,0.352,-0.529,-0.37,0.269,-0.546,-0.444,-0.374,-1.288,-0.081,0.256,-0.504,-0.003,0.323,-1.596,-0.233,0.138,-1.626,-0.044
-0.283,-0.538,-0.391,-0.361,-0.538,-0.453,0.366,-0.531,-0.414,0.12,-0.608,-0.466,-0.27,-1.271,-0.017,0.347,-0.513,-0.061,0.303,-1.556,-0.142,-0.018,-1.518,-0.021
-0.33,-0.578,-0.423,-0.34,-0.603,-0.444,0.35,-0.575,-0.448,0.099,-0.619,-0.487,-0.301,-1.263,-0.051,0.375,-0.6,-0.017,0.337,-1.731,-0.15,-0.095,-1.358,-0.024
-0.329,-0.548,-0.351,-0.356,-0.528,-0.435,0.364,-0.535,-0.468,0.094,-0.625,-0.47,-0.368,-1.138,-0.023,0.354,-0.648,-0.151,0.32,-1.644,-0.149,-0.165,-1.216,-0.006
-0.337,-0.524,-0.42,-0.371,-0.548,-0.471,0.374,-0.526,-0.443,0.05,-0.534,-0.434,-0.351,-1.13,-0.005,0.354,-0.761,-0.27,0.355,-1.753,-0.103,-0.288,-1.167,-0.053
-0.329,-0.558,-0.434,-0.378,-0.576,-0.401,0.299,-0.528,-0.422,0.024,-0.548,-0.496,-0.355,-1.229,-0.106,0.377,-0.64,-0.397,0.343,-1.833,-0.019,-0.339,-0.941,-0.022
